WikiData QID	parent	ML_ID	label	description	wiktionary
		ML_CUSTOM_SYLLABIC-ABBREVIATION	syllabic abbreviation	A pronounceable [abbreviation](#abbreviation), similar to an [acronym](#acronym) but formed from syllables (rather than letters) of the underlying phrase. Examples in English are the [_SoHo_](https://en.wiktionary.org/wiki/SoHo#English) neighborhood in New York, formed from _South of Houston_ (Street), and the country grouping [_Benelux_](https://en.wiktionary.org/wiki/Benelux#English), formed from _Belgium, Netherlands, Luxembourg_. Syllabic acronyms are particularly common in certain languages, such as Russian (e.g. [_комсомо́л_](https://en.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BC%D1%81%D0%BE%D0%BC%D0%BE%D0%BB#Russian) (komsomól, “[Komsomol](https://en.wiktionary.org/wiki/Komsomol), [Young Communist League](https://en.wikipedia.org/wiki/Young_Communist_League)”) from _[_Коммунисти́ческий_](https://en.wiktionary.org/wiki/%D0%BA%D0%BE%D0%BC%D0%BC%D1%83%D0%BD%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9#Russian) [_сою́з_](https://en.wiktionary.org/wiki/%D1%81%D0%BE%D1%8E%D0%B7#Russian) [_молодёжи_](https://en.wiktionary.org/wiki/%D0%BC%D0%BE%D0%BB%D0%BE%D0%B4%D1%91%D0%B6%D1%8C#Russian)_ (Kommunistíčeskij sojúz molodjóži)), and Indonesian. Sometimes multiple syllables may be taken from a single word, as in [_универма́г_](https://en.wiktionary.org/wiki/%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D0%BC%D0%B0%D0%B3#Russian) (univermág, “department store”) from _[_универса́льный_](https://en.wiktionary.org/wiki/%D1%83%D0%BD%D0%B8%D0%B2%D0%B5%D1%80%D1%81%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9#Russian) [_магази́н_](https://en.wiktionary.org/wiki/%D0%BC%D0%B0%D0%B3%D0%B0%D0%B7%D0%B8%D0%BD#Russian)_ (universálʹnyj magazín, literally “universal store”). Indonesian syllabic acronyms are often formed from syllables other than the initial one of a word, such as [_balon_](https://en.wiktionary.org/wiki/balon#Indonesian) (“prospective candidate”) from _[_bakal_](https://en.wiktionary.org/wiki/bakal) [_calon_](https://en.wiktionary.org/wiki/calon)_, [_distan_](https://en.wiktionary.org/wiki/distan#Indonesian) (“department of agriculture”) from _[_dinas_](https://en.wiktionary.org/wiki/dinas) [_pertanian_](https://en.wiktionary.org/wiki/pertanian)_ or [_kapolsek_](https://en.wiktionary.org/wiki/kapolsek#Indonesian) (“chief of police”) from _[_kepala_](https://en.wiktionary.org/wiki/kepala) [_kepolisian_](https://en.wiktionary.org/wiki/kepolisian) [_sektor_](https://en.wiktionary.org/wiki/sektor)_. Abbreviations formed partly from letters and partly from syllables, such as [_гула́г_](https://en.wiktionary.org/wiki/%D0%B3%D1%83%D0%BB%D0%B0%D0%B3#Russian) (gulág, “[gulag](https://en.wiktionary.org/wiki/gulag)”) from _[_Гла́вное_](https://en.wiktionary.org/wiki/%D0%B3%D0%BB%D0%B0%D0%B2%D0%BD%D1%8B%D0%B9#Russian) [_управле́ние_](https://en.wiktionary.org/wiki/%D1%83%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5#Russian) [_исправи́тельно_](https://en.wiktionary.org/wiki/%D0%B8%D1%81%D0%BF%D1%80%D0%B0%D0%B2%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9#Russian)-[_трудовы́х_](https://en.wiktionary.org/wiki/%D1%82%D1%80%D1%83%D0%B4%D0%BE%D0%B2%D0%BE%D0%B9#Russian) [_лагере́й_](https://en.wiktionary.org/wiki/%D0%BB%D0%B0%D0%B3%D0%B5%D1%80%D1%8C#Russian)_ (Glávnoje upravlénije ispravítelʹno-trudovýx lagjeréj, literally “Chief Administration of Corrective-Labor Camps”), are generally counted as regular acronyms rather than syllabic abbreviations.	https://en.wiktionary.org/wiki/syllabic_abbreviation
		ML_CUSTOM_SYNONYM	synonym	A word or phrase with a meaning that is the same as, or very similar to, another word or phrase. / Contrast [antonym](#antonym).	https://en.wiktionary.org/wiki/synonym
		ML_CUSTOM_TATPURUSA	tatpurusa	Another term for a [_determinative_](#determinative) compound. / Contrast [bahuvrihi](#bahuvrihi), [karmadharaya](#karmadharaya) and [dvandva](#dvandva).	https://en.wiktionary.org/wiki/tatpurusa
		ML_CUSTOM_TECHNICAL	technical	(1) Specifically related to a particular [discipline](https://en.wiktionary.org/wiki/discipline#English:_specific_branch_of_knowledge_or_practice), either (a) exclusively so or (often) (b) with a somewhat [stricter](#strict) sense when used in that way; (2) Of or related to [technology](https://en.wiktionary.org/wiki/technology#English).	https://en.wiktionary.org/wiki/technical
		ML_CUSTOM_TELIC	telic	The [aspect](#aspect) of a verb that denotes an action with a definite endpoint or a goal that is tended towards, or rather an action that is [quantized](https://en.wikipedia.org/wiki/Quantization_(linguistics)) (such that the expression for that action may not describe both the action and a smaller part of that same action); contrast [**atelic**](#atelic). A kind of telicity distinction can be seen in English when specifying a duration in a (simple past) verb phrase: telic verb phrases take [_in_](https://en.wiktionary.org/wiki/in#English) (_I built a house in an hour._ _Did you just lose two keys in one day?_)	https://en.wiktionary.org/wiki/telic
		ML_CUSTOM_TENSE	tense	One of the forms of a [verb](#verb), used to distinguish when an action or state of being occurs or exists. The basic tenses in many languages are [present](#present_tense), [past](#past_tense), [future](#future_tense).	https://en.wiktionary.org/wiki/tense
		ML_CUSTOM_THEMATICIZATION	thematicization	[Insertion](https://en.wiktionary.org/wiki/insertion) of a [thematic vowel](https://en.wiktionary.org/wiki/thematic_vowel) on the [root](https://en.wiktionary.org/wiki/root) or [stem](https://en.wiktionary.org/wiki/stem) of the word to make it [undergo](https://en.wiktionary.org/wiki/undergo) one of the [productive](https://en.wiktionary.org/wiki/productive) [vocalic](https://en.wiktionary.org/wiki/vocalic) inflections.	https://en.wiktionary.org/wiki/thematicization
		ML_MORPH-VALUE_THIRD-PERSON	third person	A [grammatical person](#person) that indicates someone or something that is neither the person or group to which the speaker belongs, nor the person or group that the speaker is speaking to. Examples are the English pronouns [_he_](https://en.wiktionary.org/wiki/he#English), [_she_](https://en.wiktionary.org/wiki/she#English), [_it_](https://en.wiktionary.org/wiki/it#English), [_this_](https://en.wiktionary.org/wiki/this#English), [_that_](https://en.wiktionary.org/wiki/that#English), and so on. All [nouns](#noun) are generally considered third person. In some languages (like German, Italian, Spanish, Portuguese, and Hungarian), the third-person conjugation is also used to express the formal _you_ (sometimes combined with the plural and/or capitalizing the personal pronoun in writing).	https://en.wiktionary.org/wiki/third_person, https://en.wiktionary.org/wiki/3rd_person
		ML_CUSTOM_TMESIS	tmesis	The insertion of one or more words between the components of a [compound](#compound) word. It may produce [prothesis](#prothesis); for example, inserting [_whole_](https://en.wiktionary.org/wiki/whole#English) into [_another_](https://en.wiktionary.org/wiki/another#English) yields [_a whole nother_](https://en.wiktionary.org/wiki/a_whole_nother#English) (tmesis), in which [_nother_](https://en.wiktionary.org/wiki/nother#Adjective_2) is [prothetic](#prothesis).	https://en.wiktionary.org/wiki/tmesis
		ML_CUSTOM_TOPIC-STATE	topic state	In Luganda, the form of a [noun](#noun) in which there is an [initial vowel](#initial_vowel). / Contrast [_base state_](#base_state).	
		ML_CUSTOM_TOPICALIZED-FORM	topicalized form	In some languages, such as Okinawan, a topicalized form of a word is a contraction of that word, used as the phrase [topic](https://en.wiktionary.org/wiki/topic), with the topic marker.	https://en.wiktionary.org/wiki/topicalized
		ML_CUSTOM_TR	tr.	Translator or translated, often used in quotations.	
		ML_CUSTOM_TRANSFERRED-SENSE	transferred sense	A (usually [looser](#loosely)) meaning of a word or [phrase](#phrase) developed from a [metaphorical](#metaphorical) application of its original signification (for example, _hunger_ has the primary and original sense “want of food”, “craving appetite”, whence developed the transferred sense of “any strong desire or craving”).	https://en.wiktionary.org/wiki/transferred_sense
		ML_CUSTOM_TRANSGRESSIVE	transgressive	A verb form in some Balto-Slavic languages that expresses a coincidentally proceeding or following action.	https://en.wiktionary.org/wiki/transgressive
		ML_POS_TRANSITIVE-VERB	transitive verb	A verb which requires one or more [objects](#object) (e.g. _I kick the ball_); contrast [**intransitive verb**](#intransitive_verb).	https://en.wiktionary.org/wiki/transitive_verb
		ML_CUSTOM_TRANSLATION-HUB	translation hub	An English multi-word entry that is unidiomatic ([sum of parts](https://en.wiktionary.org/wiki/Wiktionary:Glossary#S)) and exists purely to host translations and enable navigation from one non-English entry to another non-English entry. An example: [two days after tomorrow](https://en.wiktionary.org/wiki/two_days_after_tomorrow). See [Category:English translation hubs](https://en.wiktionary.org/wiki/Category:English_translation_hubs) for more.	
		ML_CUSTOM_TRANSNUMERAL	transnumeral	A [grammatical number](#number) that is ambiguous as to whether it refers to the [singular](#singular) or [plural](#plural). Found in [Sino-Tibetan](https://en.wiktionary.org/wiki/Sino-Tibetan) languages such as [Chinese](https://en.wiktionary.org/wiki/Chinese) and [Japanese](https://en.wiktionary.org/wiki/Japanese), as well as some [Austronesian](https://en.wiktionary.org/wiki/Austronesian) languages such as [Indonesian](https://en.wiktionary.org/wiki/Indonesian) and [Malay](https://en.wiktionary.org/wiki/Malay). When a language also has a plural (or some other) number, they are commonly only used for clarity or emphasis.	https://en.wiktionary.org/wiki/transnumeral
		ML_CUSTOM_TROPONYM	troponym	A verb that indicates more precisely the manner of doing something by replacing a verb of a more generalized meaning, e.g. “to boil” for “to cook”.	https://en.wiktionary.org/wiki/troponym
		ML_CUSTOM_UK	UK	UK English, that is, the English of the [United Kingdom](https://en.wiktionary.org/wiki/United_Kingdom).	
		ML_CUSTOM_UMLAUT	umlaut	A [sound change](#sound_change) where a [vowel](#vowel) is modified to conform more closely to the vowel in the next [syllable](#syllable) (often specifically [fronted](#front_vowel) or [raised](https://en.wiktionary.org/wiki/raise) in response to an /i/ or /j/ in the next syllable). Compare [ablaut](#ablaut). Also, an alternative term for [_diaeresis_](#diaeresis), describing a [diacritic](#diacritic) mark ( ̈) placed over a vowel to indicate that it has undergone the umlaut [sound change](#sound_change).	https://en.wiktionary.org/wiki/umlaut
		ML_CUSTOM_UNADAPTED-BORROWING	unadapted borrowing	A [loanword](#loanword) that has not been conformed to the morpho-syntactic, orthographic, phonological, and/or phonotactical rules of the target language. For example, English [_cubiculum_](https://en.wiktionary.org/wiki/cubiculum#English) is an unadapted borrowing from Latin [_cubiculum_](https://en.wiktionary.org/wiki/cubiculum#Latin), while English [_cubicle_](https://en.wiktionary.org/wiki/cubicle#English) is a standard borrowing from the same Latin word. Unadapted borrowings are often learned ones; see [_learned borrowing_](#learned_borrowing). / Contrast [adapted borrowings](#adapted_borrowing).	https://en.wiktionary.org/wiki/unadapted, https://en.wiktionary.org/wiki/borrowing
		ML_CUSTOM_UNCOMMON	uncommon	A term or sense that is attested but not used commonly either in spoken or written language, but more commonly than [rare](#rare) terms. In comparison to a rare term, an uncommon term may be easy to find in a deliberate search, but is very unlikely to be encountered naturally. Uncommon [slang](#slang) or [jargon](https://en.wiktionary.org/wiki/jargon) is unlikely to be used even by members of the relevant subcommunity or specialists in the relevant field.	https://en.wiktionary.org/wiki/uncommon
		ML_CUSTOM_UNCOMPARABLE	uncomparable	_See [_incomparable_](#incomparable)._	
		ML_CUSTOM_UNCOUNTABLE	uncountable	A noun that cannot be used freely with numbers or the [indefinite article](https://en.wiktionary.org/wiki/indefinite_article), and which therefore usually takes no [plural](https://en.wiktionary.org/wiki/plural) form. For example, the English noun [_information_](https://en.wiktionary.org/wiki/information#English) is a mass noun, and at least in its principal senses is uncountable in most varieties of English. For those senses, we cannot say that we have *_one information_, nor that we have *_many information_ (or *_many informations_). Many mass noun senses often have corresponding plural [count](#countable) senses that denote _types_ of the mass sense, _instances_ of the mass sense, or _portions (servings)_ of the mass sense. For example, the main sense of [_butter_](https://en.wiktionary.org/wiki/butter#English) is the uncountable sense, so the plural form _butters_ is seldom used, although it occasionally is used to mean "types of butter" (many [_herb butters_](https://en.wiktionary.org/wiki/herb_butter) contain garlic) or "[packets of] butter". Compare also other implicit references to a container and the portion/serving that it contains (_get me a water, order two sodas, have a few beers_). Many languages do not distinguish between countable and uncountable nouns. [Antonym](#antonym) of [_countable_](#countable) or _count noun_.	https://en.wiktionary.org/wiki/uncountable, https://en.wiktionary.org/wiki/mass_noun
		ML_CUSTOM_UNDECLINABLE	undeclinable	_See [_indeclinable_](#indeclinable)._	https://en.wiktionary.org/wiki/undeclinable
